[2024-05-04 21:32:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'stickers': [], 'mfa_level': 0, 'public_updates_channel_id': None, 'soundboard_sounds': [], 'application_id': None, 'presences': [], 'guild_scheduled_events': [], 'incidents_data': None, 'voice_states': [], 'nsfw_level': 0, 'max_stage_video_channel_users': 50, 'region': 'deprecated', 'channels': [{'version': 1714835546933, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text channels', 'id': '1236334634472702064', 'flags': 0}, {'version': 1714835546936, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice channels', 'id': '1236334634472702065', 'flags': 0}, {'version': 1714835546941, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1236334634472702064', 'name': 'general', 'last_message_id': '1236344229417189449', 'id': '1236334634472702066', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1714835546948, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1236334634472702065', 'name': 'General', 'last_message_id': None, 'id': '1236334634472702067', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1714835572134, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1236334634472702064', 'nsfw': False, 'name': 'welcome', 'last_message_id': None, 'id': '1236334740534198342', 'flags': 0}], 'unavailable': False, 'icon': None, 'id': '1236334634472702063', 'inventory_settings': None, 'activity_instances': {}, 'name': 'commit-server', 'nsfw': False, 'vanity_url_code': None, 'joined_at': '2024-05-04T15:40:59.283043+00:00', 'members': [{'user': {'username': 'commitbot', 'public_flags': 0, 'id': '1236339462175199283', 'global_name': None, 'display_name': None, 'discriminator': '6255', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1236341816828100701'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-04T15:40:59.283043+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'avatar': None}], 'hub_type': None, 'latest_onboarding_question_id': None, 'threads': [], 'safety_alerts_channel_id': None, 'premium_subscription_count': 0, 'max_members': 500000, 'afk_timeout': 300, 'roles': [{'version': 1714835546931, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '1122573558992449', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1236334634472702063', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1714837259270, 'unicode_emoji': None, 'tags': {'bot_id': '1236339462175199283'}, 'position': 1, 'permissions': '2419452944', 'name': 'commitbot', 'mentionable': False, 'managed': True, 'id': '1236341816828100701', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}], 'clan': None, 'description': None, 'max_video_channel_users': 25, 'system_channel_id': '1236334634472702066', 'default_message_notifications': 0, 'premium_tier': 0, 'afk_channel_id': None, 'large': False, 'verification_level': 0, 'rules_channel_id': None, 'lazy': True, 'discovery_splash': None, 'application_command_counts': {}, 'stage_instances': [], 'premium_progress_bar_enabled': False, 'emojis': [], 'explicit_content_filter': 0, 'splash': None, 'home_header': None, 'system_channel_flags': 0, 'features': [], 'version': 1714835546953, 'banner': None, 'owner_id': '784959493347606529', 'member_count': 2, 'preferred_locale': 'en-US', 'embedded_activities': []}}
[2024-05-04 21:32:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-05-04 21:32:15] [DEBUG   ] discord.client: Dispatching event guild_available
[2024-05-04 21:32:17] [DEBUG   ] discord.client: Dispatching event ready
[2024-05-04 21:32:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 2.
[2024-05-04 21:32:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-05-04 21:33:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 2.
[2024-05-04 21:33:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-05-04 21:34:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 2.
[2024-05-04 21:34:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
